north_american_product_classification_system_napcs,principal_trading_partners,geo,year_month,import,export
Metal and non-metallic mineral products [C14],Netherlands,New Brunswick,2017,430,290
Metal and non-metallic mineral products [C14],Netherlands,New Brunswick,2018,409,154
Metal and non-metallic mineral products [C14],Netherlands,New Brunswick,2019,464,1
Metal and non-metallic mineral products [C14],Netherlands,New Brunswick,2020,369,32
Metal and non-metallic mineral products [C14],Netherlands,Newfoundland and Labrador,2017,213,7861
Metal and non-metallic mineral products [C14],Netherlands,Newfoundland and Labrador,2018,2270,10149
Metal and non-metallic mineral products [C14],Netherlands,Newfoundland and Labrador,2019,249,12573
Metal and non-metallic mineral products [C14],Netherlands,Newfoundland and Labrador,2020,2300,51839
Metal and non-metallic mineral products [C14],Netherlands,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Netherlands,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Netherlands,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Netherlands,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Netherlands,Nova Scotia,2017,3174,13
Metal and non-metallic mineral products [C14],Netherlands,Nova Scotia,2018,724,1638
Metal and non-metallic mineral products [C14],Netherlands,Nova Scotia,2019,600,2177
Metal and non-metallic mineral products [C14],Netherlands,Nova Scotia,2020,1703,1223
Metal and non-metallic mineral products [C14],Netherlands,Nunavut,2017,0,0
Metal and non-metallic mineral products [C14],Netherlands,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],Netherlands,Nunavut,2019,0,0
Metal and non-metallic mineral products [C14],Netherlands,Nunavut,2020,0,0
Metal and non-metallic mineral products [C14],Netherlands,Ontario,2017,49025,13607
Metal and non-metallic mineral products [C14],Netherlands,Ontario,2018,75582,17915
Metal and non-metallic mineral products [C14],Netherlands,Ontario,2019,61691,37019
Metal and non-metallic mineral products [C14],Netherlands,Ontario,2020,80948,16497
Metal and non-metallic mineral products [C14],Netherlands,Prince Edward Island,2017,0,74
Metal and non-metallic mineral products [C14],Netherlands,Prince Edward Island,2018,0,67
Metal and non-metallic mineral products [C14],Netherlands,Prince Edward Island,2019,0,0
Metal and non-metallic mineral products [C14],Netherlands,Prince Edward Island,2020,0,4
Metal and non-metallic mineral products [C14],Netherlands,Quebec,2017,35082,134651
Metal and non-metallic mineral products [C14],Netherlands,Quebec,2018,76188,446207
Metal and non-metallic mineral products [C14],Netherlands,Quebec,2019,66838,391822
Metal and non-metallic mineral products [C14],Netherlands,Quebec,2020,57191,819747
Metal and non-metallic mineral products [C14],Netherlands,Saskatchewan,2017,234,30
Metal and non-metallic mineral products [C14],Netherlands,Saskatchewan,2018,183,44
Metal and non-metallic mineral products [C14],Netherlands,Saskatchewan,2019,39,59
Metal and non-metallic mineral products [C14],Netherlands,Saskatchewan,2020,184,11
Metal and non-metallic mineral products [C14],Netherlands,Yukon,2017,0,0
Metal and non-metallic mineral products [C14],Netherlands,Yukon,2018,0,0
Metal and non-metallic mineral products [C14],Netherlands,Yukon,2019,0,0
Metal and non-metallic mineral products [C14],Netherlands,Yukon,2020,0,0
Metal and non-metallic mineral products [C14],Norway,Alberta,2017,1847,134
Metal and non-metallic mineral products [C14],Norway,Alberta,2018,1192,348
Metal and non-metallic mineral products [C14],Norway,Alberta,2019,3047,114
Metal and non-metallic mineral products [C14],Norway,Alberta,2020,291,110
Metal and non-metallic mineral products [C14],Norway,British Columbia,2017,1223,128
Metal and non-metallic mineral products [C14],Norway,British Columbia,2018,830,124
Metal and non-metallic mineral products [C14],Norway,British Columbia,2019,1591,137
Metal and non-metallic mineral products [C14],Norway,British Columbia,2020,1700,110
Metal and non-metallic mineral products [C14],Norway,Canada,2017,129913,1486889
Metal and non-metallic mineral products [C14],Norway,Canada,2018,138249,1986314
Metal and non-metallic mineral products [C14],Norway,Canada,2019,129787,1850312
Metal and non-metallic mineral products [C14],Norway,Canada,2020,82586,2045342
Metal and non-metallic mineral products [C14],Norway,Manitoba,2017,8,19
Metal and non-metallic mineral products [C14],Norway,Manitoba,2018,693,0
Metal and non-metallic mineral products [C14],Norway,Manitoba,2019,198,2
Metal and non-metallic mineral products [C14],Norway,Manitoba,2020,41,7
Metal and non-metallic mineral products [C14],Norway,New Brunswick,2017,18,1
Metal and non-metallic mineral products [C14],Norway,New Brunswick,2018,24,14
Metal and non-metallic mineral products [C14],Norway,New Brunswick,2019,8,11
Metal and non-metallic mineral products [C14],Norway,New Brunswick,2020,23,0
Metal and non-metallic mineral products [C14],Norway,Newfoundland and Labrador,2017,3156,80
Metal and non-metallic mineral products [C14],Norway,Newfoundland and Labrador,2018,2561,34
Metal and non-metallic mineral products [C14],Norway,Newfoundland and Labrador,2019,1763,166
Metal and non-metallic mineral products [C14],Norway,Newfoundland and Labrador,2020,1251,122
Metal and non-metallic mineral products [C14],Norway,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Norway,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Norway,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Norway,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Norway,Nova Scotia,2017,334,193
Metal and non-metallic mineral products [C14],Norway,Nova Scotia,2018,514,0
Metal and non-metallic mineral products [C14],Norway,Nova Scotia,2019,749,120
Metal and non-metallic mineral products [C14],Norway,Nova Scotia,2020,580,8
Metal and non-metallic mineral products [C14],Norway,Nunavut,2017,0,0
Metal and non-metallic mineral products [C14],Norway,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],Norway,Nunavut,2019,0,0
Metal and non-metallic mineral products [C14],Norway,Nunavut,2020,0,0
Metal and non-metallic mineral products [C14],Norway,Ontario,2017,48191,1482562
Metal and non-metallic mineral products [C14],Norway,Ontario,2018,57082,1981120
Metal and non-metallic mineral products [C14],Norway,Ontario,2019,38626,1846027
Metal and non-metallic mineral products [C14],Norway,Ontario,2020,32598,2043817
Metal and non-metallic mineral products [C14],Norway,Prince Edward Island,2017,0,0
Metal and non-metallic mineral products [C14],Norway,Prince Edward Island,2018,0,106
Metal and non-metallic mineral products [C14],Norway,Prince Edward Island,2019,0,9
Metal and non-metallic mineral products [C14],Norway,Prince Edward Island,2020,0,8
Metal and non-metallic mineral products [C14],Norway,Quebec,2017,74996,3769
Metal and non-metallic mineral products [C14],Norway,Quebec,2018,75320,4565
Metal and non-metallic mineral products [C14],Norway,Quebec,2019,83730,3708
Metal and non-metallic mineral products [C14],Norway,Quebec,2020,46022,1160
Metal and non-metallic mineral products [C14],Norway,Saskatchewan,2017,135,0
Metal and non-metallic mineral products [C14],Norway,Saskatchewan,2018,32,0
Metal and non-metallic mineral products [C14],Norway,Saskatchewan,2019,72,14
Metal and non-metallic mineral products [C14],Norway,Saskatchewan,2020,80,0
Metal and non-metallic mineral products [C14],Norway,Yukon,2017,0,0
Metal and non-metallic mineral products [C14],Norway,Yukon,2018,0,0
Metal and non-metallic mineral products [C14],Norway,Yukon,2019,0,0
Metal and non-metallic mineral products [C14],Norway,Yukon,2020,0,0
Metal and non-metallic mineral products [C14],Other countries,Alberta,2017,135801,62570
Metal and non-metallic mineral products [C14],Other countries,Alberta,2018,164597,104775
Metal and non-metallic mineral products [C14],Other countries,Alberta,2019,107011,93372
Metal and non-metallic mineral products [C14],Other countries,Alberta,2020,104393,149946
Metal and non-metallic mineral products [C14],Other countries,British Columbia,2017,313207,79742
Metal and non-metallic mineral products [C14],Other countries,British Columbia,2018,442755,78297
Metal and non-metallic mineral products [C14],Other countries,British Columbia,2019,485633,79959
Metal and non-metallic mineral products [C14],Other countries,British Columbia,2020,440887,102079
Metal and non-metallic mineral products [C14],Other countries,Canada,2017,4515215,705488
Metal and non-metallic mineral products [C14],Other countries,Canada,2018,4070593,851722
Metal and non-metallic mineral products [C14],Other countries,Canada,2019,4020261,826929
Metal and non-metallic mineral products [C14],Other countries,Canada,2020,4979016,887839
Metal and non-metallic mineral products [C14],Other countries,Manitoba,2017,38583,23688
Metal and non-metallic mineral products [C14],Other countries,Manitoba,2018,44979,19067
Metal and non-metallic mineral products [C14],Other countries,Manitoba,2019,43246,9631
Metal and non-metallic mineral products [C14],Other countries,Manitoba,2020,29026,10465
Metal and non-metallic mineral products [C14],Other countries,New Brunswick,2017,3968,4121
Metal and non-metallic mineral products [C14],Other countries,New Brunswick,2018,3532,3566
Metal and non-metallic mineral products [C14],Other countries,New Brunswick,2019,5305,1447
Metal and non-metallic mineral products [C14],Other countries,New Brunswick,2020,10116,50118
Metal and non-metallic mineral products [C14],Other countries,Newfoundland and Labrador,2017,8923,11530
Metal and non-metallic mineral products [C14],Other countries,Newfoundland and Labrador,2018,10136,35830
Metal and non-metallic mineral products [C14],Other countries,Newfoundland and Labrador,2019,18064,20407
Metal and non-metallic mineral products [C14],Other countries,Newfoundland and Labrador,2020,4946,14622
Metal and non-metallic mineral products [C14],Other countries,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Other countries,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Other countries,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Other countries,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Other countries,Nova Scotia,2017,64709,33489
Metal and non-metallic mineral products [C14],Other countries,Nova Scotia,2018,70056,53851
Metal and non-metallic mineral products [C14],Other countries,Nova Scotia,2019,54726,38180
Metal and non-metallic mineral products [C14],Other countries,Nova Scotia,2020,57390,27667
Metal and non-metallic mineral products [C14],Other countries,Nunavut,2017,3109,12
Metal and non-metallic mineral products [C14],Other countries,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],Other countries,Nunavut,2019,786,2
Metal and non-metallic mineral products [C14],Other countries,Nunavut,2020,0,19
Metal and non-metallic mineral products [C14],Other countries,Ontario,2017,2403083,255969
Metal and non-metallic mineral products [C14],Other countries,Ontario,2018,1703444,282406
Metal and non-metallic mineral products [C14],Other countries,Ontario,2019,1724281,280773
Metal and non-metallic mineral products [C14],Other countries,Ontario,2020,2518812,270653
Metal and non-metallic mineral products [C14],Other countries,Prince Edward Island,2017,0,21
Metal and non-metallic mineral products [C14],Other countries,Prince Edward Island,2018,0,103
Metal and non-metallic mineral products [C14],Other countries,Prince Edward Island,2019,0,117
Metal and non-metallic mineral products [C14],Other countries,Prince Edward Island,2020,0,32
Metal and non-metallic mineral products [C14],Other countries,Quebec,2017,1521669,234050
Metal and non-metallic mineral products [C14],Other countries,Quebec,2018,1610667,273068
Metal and non-metallic mineral products [C14],Other countries,Quebec,2019,1561543,299002
Metal and non-metallic mineral products [C14],Other countries,Quebec,2020,1790358,255445
Metal and non-metallic mineral products [C14],Other countries,Saskatchewan,2017,22123,293
Metal and non-metallic mineral products [C14],Other countries,Saskatchewan,2018,20410,754
Metal and non-metallic mineral products [C14],Other countries,Saskatchewan,2019,19619,4043
Metal and non-metallic mineral products [C14],Other countries,Saskatchewan,2020,23045,6791
Metal and non-metallic mineral products [C14],Other countries,Yukon,2017,39,5
Metal and non-metallic mineral products [C14],Other countries,Yukon,2018,16,0
Metal and non-metallic mineral products [C14],Other countries,Yukon,2019,44,0
Metal and non-metallic mineral products [C14],Other countries,Yukon,2020,41,5
Metal and non-metallic mineral products [C14],Peru,Alberta,2017,165,177
Metal and non-metallic mineral products [C14],Peru,Alberta,2018,302,286
Metal and non-metallic mineral products [C14],Peru,Alberta,2019,165,223
Metal and non-metallic mineral products [C14],Peru,Alberta,2020,227,372
Metal and non-metallic mineral products [C14],Peru,British Columbia,2017,1759,364
Metal and non-metallic mineral products [C14],Peru,British Columbia,2018,3065,554
Metal and non-metallic mineral products [C14],Peru,British Columbia,2019,3091,585
Metal and non-metallic mineral products [C14],Peru,British Columbia,2020,1930,495
Metal and non-metallic mineral products [C14],Peru,Canada,2017,399114,10082
Metal and non-metallic mineral products [C14],Peru,Canada,2018,58081,22087
Metal and non-metallic mineral products [C14],Peru,Canada,2019,78802,23316
Metal and non-metallic mineral products [C14],Peru,Canada,2020,41721,12012
Metal and non-metallic mineral products [C14],Peru,Manitoba,2017,478,68
Metal and non-metallic mineral products [C14],Peru,Manitoba,2018,68,28
Metal and non-metallic mineral products [C14],Peru,Manitoba,2019,33,164
Metal and non-metallic mineral products [C14],Peru,Manitoba,2020,26,48
Metal and non-metallic mineral products [C14],Peru,New Brunswick,2017,0,7
Metal and non-metallic mineral products [C14],Peru,New Brunswick,2018,408,8
Metal and non-metallic mineral products [C14],Peru,New Brunswick,2019,175,5
Metal and non-metallic mineral products [C14],Peru,New Brunswick,2020,0,3
Metal and non-metallic mineral products [C14],Peru,Newfoundland and Labrador,2017,0,0
Metal and non-metallic mineral products [C14],Peru,Newfoundland and Labrador,2018,0,0
Metal and non-metallic mineral products [C14],Peru,Newfoundland and Labrador,2019,0,0
Metal and non-metallic mineral products [C14],Peru,Newfoundland and Labrador,2020,0,350
Metal and non-metallic mineral products [C14],Peru,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Peru,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Peru,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Peru,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Peru,Nova Scotia,2017,0,0
Metal and non-metallic mineral products [C14],Peru,Nova Scotia,2018,0,0
Metal and non-metallic mineral products [C14],Peru,Nova Scotia,2019,0,0
Metal and non-metallic mineral products [C14],Peru,Nova Scotia,2020,0,0
Metal and non-metallic mineral products [C14],Peru,Nunavut,2017,0,0
Metal and non-metallic mineral products [C14],Peru,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],Peru,Nunavut,2019,0,0
Metal and non-metallic mineral products [C14],Peru,Nunavut,2020,0,0
Metal and non-metallic mineral products [C14],Peru,Ontario,2017,363633,2260
Metal and non-metallic mineral products [C14],Peru,Ontario,2018,13535,3192
Metal and non-metallic mineral products [C14],Peru,Ontario,2019,50887,3717
Metal and non-metallic mineral products [C14],Peru,Ontario,2020,17483,1564
Metal and non-metallic mineral products [C14],Peru,Prince Edward Island,2017,0,0
Metal and non-metallic mineral products [C14],Peru,Prince Edward Island,2018,0,0
Metal and non-metallic mineral products [C14],Peru,Prince Edward Island,2019,0,0
Metal and non-metallic mineral products [C14],Peru,Prince Edward Island,2020,0,0
Metal and non-metallic mineral products [C14],Peru,Quebec,2017,33072,7207
Metal and non-metallic mineral products [C14],Peru,Quebec,2018,40693,18016
Metal and non-metallic mineral products [C14],Peru,Quebec,2019,24451,18566
Metal and non-metallic mineral products [C14],Peru,Quebec,2020,22044,8339
Metal and non-metallic mineral products [C14],Peru,Saskatchewan,2017,8,0
Metal and non-metallic mineral products [C14],Peru,Saskatchewan,2018,11,0
Metal and non-metallic mineral products [C14],Peru,Saskatchewan,2019,1,53
Metal and non-metallic mineral products [C14],Peru,Saskatchewan,2020,2,842
Metal and non-metallic mineral products [C14],Peru,Yukon,2017,0,0
Metal and non-metallic mineral products [C14],Peru,Yukon,2018,0,0
Metal and non-metallic mineral products [C14],Peru,Yukon,2019,0,0
Metal and non-metallic mineral products [C14],Peru,Yukon,2020,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Alberta,2017,6916,1240
Metal and non-metallic mineral products [C14],Russian Federation,Alberta,2018,1519,1896
Metal and non-metallic mineral products [C14],Russian Federation,Alberta,2019,3084,2223
Metal and non-metallic mineral products [C14],Russian Federation,Alberta,2020,1178,1379
Metal and non-metallic mineral products [C14],Russian Federation,British Columbia,2017,1476,865
Metal and non-metallic mineral products [C14],Russian Federation,British Columbia,2018,1824,145
Metal and non-metallic mineral products [C14],Russian Federation,British Columbia,2019,1698,499
Metal and non-metallic mineral products [C14],Russian Federation,British Columbia,2020,1662,736
Metal and non-metallic mineral products [C14],Russian Federation,Canada,2017,268366,14805
Metal and non-metallic mineral products [C14],Russian Federation,Canada,2018,256158,11322
Metal and non-metallic mineral products [C14],Russian Federation,Canada,2019,277226,12353
Metal and non-metallic mineral products [C14],Russian Federation,Canada,2020,336766,21017
Metal and non-metallic mineral products [C14],Russian Federation,Manitoba,2017,896,750
Metal and non-metallic mineral products [C14],Russian Federation,Manitoba,2018,2403,620
Metal and non-metallic mineral products [C14],Russian Federation,Manitoba,2019,1346,1118
Metal and non-metallic mineral products [C14],Russian Federation,Manitoba,2020,1307,1401
Metal and non-metallic mineral products [C14],Russian Federation,New Brunswick,2017,5,0
Metal and non-metallic mineral products [C14],Russian Federation,New Brunswick,2018,24,0
Metal and non-metallic mineral products [C14],Russian Federation,New Brunswick,2019,10,0
Metal and non-metallic mineral products [C14],Russian Federation,New Brunswick,2020,2192,185
Metal and non-metallic mineral products [C14],Russian Federation,Newfoundland and Labrador,2017,1,0
Metal and non-metallic mineral products [C14],Russian Federation,Newfoundland and Labrador,2018,0,3
Metal and non-metallic mineral products [C14],Russian Federation,Newfoundland and Labrador,2019,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Newfoundland and Labrador,2020,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Nova Scotia,2017,131,0
Metal and non-metallic mineral products [C14],Russian Federation,Nova Scotia,2018,723,0
Metal and non-metallic mineral products [C14],Russian Federation,Nova Scotia,2019,406,1
Metal and non-metallic mineral products [C14],Russian Federation,Nova Scotia,2020,2117,12
Metal and non-metallic mineral products [C14],Russian Federation,Nunavut,2017,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Nunavut,2019,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Nunavut,2020,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Ontario,2017,137081,9878
Metal and non-metallic mineral products [C14],Russian Federation,Ontario,2018,153111,7021
Metal and non-metallic mineral products [C14],Russian Federation,Ontario,2019,170820,7113
Metal and non-metallic mineral products [C14],Russian Federation,Ontario,2020,206223,14570
Metal and non-metallic mineral products [C14],Russian Federation,Prince Edward Island,2017,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Prince Edward Island,2018,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Prince Edward Island,2019,0,2
Metal and non-metallic mineral products [C14],Russian Federation,Prince Edward Island,2020,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Quebec,2017,117724,1864
Metal and non-metallic mineral products [C14],Russian Federation,Quebec,2018,90879,1561
Metal and non-metallic mineral products [C14],Russian Federation,Quebec,2019,99733,1350
Metal and non-metallic mineral products [C14],Russian Federation,Quebec,2020,120086,2429
Metal and non-metallic mineral products [C14],Russian Federation,Saskatchewan,2017,4133,212
Metal and non-metallic mineral products [C14],Russian Federation,Saskatchewan,2018,5675,74
Metal and non-metallic mineral products [C14],Russian Federation,Saskatchewan,2019,127,46
Metal and non-metallic mineral products [C14],Russian Federation,Saskatchewan,2020,2000,308
Metal and non-metallic mineral products [C14],Russian Federation,Yukon,2017,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Yukon,2018,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Yukon,2019,0,0
Metal and non-metallic mineral products [C14],Russian Federation,Yukon,2020,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Alberta,2017,129,3816
Metal and non-metallic mineral products [C14],Saudi Arabia,Alberta,2018,18,14262
Metal and non-metallic mineral products [C14],Saudi Arabia,Alberta,2019,2235,13529
Metal and non-metallic mineral products [C14],Saudi Arabia,Alberta,2020,1051,16513
Metal and non-metallic mineral products [C14],Saudi Arabia,British Columbia,2017,1813,140
Metal and non-metallic mineral products [C14],Saudi Arabia,British Columbia,2018,9342,331
Metal and non-metallic mineral products [C14],Saudi Arabia,British Columbia,2019,36867,757
Metal and non-metallic mineral products [C14],Saudi Arabia,British Columbia,2020,6,253
Metal and non-metallic mineral products [C14],Saudi Arabia,Canada,2017,10527,21420
Metal and non-metallic mineral products [C14],Saudi Arabia,Canada,2018,118617,42494
Metal and non-metallic mineral products [C14],Saudi Arabia,Canada,2019,131391,26104
Metal and non-metallic mineral products [C14],Saudi Arabia,Canada,2020,66949,22067
Metal and non-metallic mineral products [C14],Saudi Arabia,Manitoba,2017,28,11437
Metal and non-metallic mineral products [C14],Saudi Arabia,Manitoba,2018,165,17670
Metal and non-metallic mineral products [C14],Saudi Arabia,Manitoba,2019,397,6032
Metal and non-metallic mineral products [C14],Saudi Arabia,Manitoba,2020,0,29
Metal and non-metallic mineral products [C14],Saudi Arabia,New Brunswick,2017,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,New Brunswick,2018,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,New Brunswick,2019,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,New Brunswick,2020,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Newfoundland and Labrador,2017,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Newfoundland and Labrador,2018,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Newfoundland and Labrador,2019,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Newfoundland and Labrador,2020,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Nova Scotia,2017,458,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Nova Scotia,2018,594,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Nova Scotia,2019,344,10
Metal and non-metallic mineral products [C14],Saudi Arabia,Nova Scotia,2020,226,4
Metal and non-metallic mineral products [C14],Saudi Arabia,Nunavut,2017,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Nunavut,2019,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Nunavut,2020,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Ontario,2017,4300,5234
Metal and non-metallic mineral products [C14],Saudi Arabia,Ontario,2018,53567,8582
Metal and non-metallic mineral products [C14],Saudi Arabia,Ontario,2019,56768,5003
Metal and non-metallic mineral products [C14],Saudi Arabia,Ontario,2020,65386,4535
Metal and non-metallic mineral products [C14],Saudi Arabia,Prince Edward Island,2017,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Prince Edward Island,2018,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Prince Edward Island,2019,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Prince Edward Island,2020,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Quebec,2017,3687,791
Metal and non-metallic mineral products [C14],Saudi Arabia,Quebec,2018,54610,1653
Metal and non-metallic mineral products [C14],Saudi Arabia,Quebec,2019,34466,774
Metal and non-metallic mineral products [C14],Saudi Arabia,Quebec,2020,271,733
Metal and non-metallic mineral products [C14],Saudi Arabia,Saskatchewan,2017,110,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Saskatchewan,2018,323,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Saskatchewan,2019,317,2
Metal and non-metallic mineral products [C14],Saudi Arabia,Saskatchewan,2020,5,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Yukon,2017,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Yukon,2018,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Yukon,2019,0,0
Metal and non-metallic mineral products [C14],Saudi Arabia,Yukon,2020,0,0
Metal and non-metallic mineral products [C14],Singapore,Alberta,2017,237,22401
Metal and non-metallic mineral products [C14],Singapore,Alberta,2018,262,22613
Metal and non-metallic mineral products [C14],Singapore,Alberta,2019,377,17939
Metal and non-metallic mineral products [C14],Singapore,Alberta,2020,98,13599
Metal and non-metallic mineral products [C14],Singapore,British Columbia,2017,20664,166
Metal and non-metallic mineral products [C14],Singapore,British Columbia,2018,33460,2364
Metal and non-metallic mineral products [C14],Singapore,British Columbia,2019,39191,421
Metal and non-metallic mineral products [C14],Singapore,British Columbia,2020,28180,892
Metal and non-metallic mineral products [C14],Singapore,Canada,2017,27139,39534
Metal and non-metallic mineral products [C14],Singapore,Canada,2018,42518,44434
Metal and non-metallic mineral products [C14],Singapore,Canada,2019,47385,41351
Metal and non-metallic mineral products [C14],Singapore,Canada,2020,36335,24305
Metal and non-metallic mineral products [C14],Singapore,Manitoba,2017,351,3641
Metal and non-metallic mineral products [C14],Singapore,Manitoba,2018,332,9
Metal and non-metallic mineral products [C14],Singapore,Manitoba,2019,317,62
Metal and non-metallic mineral products [C14],Singapore,Manitoba,2020,85,121
Metal and non-metallic mineral products [C14],Singapore,New Brunswick,2017,0,0
Metal and non-metallic mineral products [C14],Singapore,New Brunswick,2018,4,27
Metal and non-metallic mineral products [C14],Singapore,New Brunswick,2019,1,1
Metal and non-metallic mineral products [C14],Singapore,New Brunswick,2020,0,0
Metal and non-metallic mineral products [C14],Singapore,Newfoundland and Labrador,2017,3,0
Metal and non-metallic mineral products [C14],Singapore,Newfoundland and Labrador,2018,0,1960
Metal and non-metallic mineral products [C14],Singapore,Newfoundland and Labrador,2019,3,449
Metal and non-metallic mineral products [C14],Singapore,Newfoundland and Labrador,2020,1,802
Metal and non-metallic mineral products [C14],Singapore,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Singapore,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Singapore,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Singapore,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Singapore,Nova Scotia,2017,6,0
Metal and non-metallic mineral products [C14],Singapore,Nova Scotia,2018,0,32
Metal and non-metallic mineral products [C14],Singapore,Nova Scotia,2019,5,136
Metal and non-metallic mineral products [C14],Singapore,Nova Scotia,2020,0,1
Metal and non-metallic mineral products [C14],Singapore,Nunavut,2017,0,0
Metal and non-metallic mineral products [C14],Singapore,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],Singapore,Nunavut,2019,0,0
Metal and non-metallic mineral products [C14],Singapore,Nunavut,2020,0,0
Metal and non-metallic mineral products [C14],Singapore,Ontario,2017,5459,9494
Metal and non-metallic mineral products [C14],Singapore,Ontario,2018,6245,11955
Metal and non-metallic mineral products [C14],Singapore,Ontario,2019,6590,14930
Metal and non-metallic mineral products [C14],Singapore,Ontario,2020,6731,6264
Metal and non-metallic mineral products [C14],Singapore,Prince Edward Island,2017,0,0
Metal and non-metallic mineral products [C14],Singapore,Prince Edward Island,2018,0,9
Metal and non-metallic mineral products [C14],Singapore,Prince Edward Island,2019,0,617
Metal and non-metallic mineral products [C14],Singapore,Prince Edward Island,2020,0,0
Metal and non-metallic mineral products [C14],Singapore,Quebec,2017,421,3834
Metal and non-metallic mineral products [C14],Singapore,Quebec,2018,2214,5466
Metal and non-metallic mineral products [C14],Singapore,Quebec,2019,897,6797
Metal and non-metallic mineral products [C14],Singapore,Quebec,2020,1234,2623
Metal and non-metallic mineral products [C14],Singapore,Saskatchewan,2017,0,0
Metal and non-metallic mineral products [C14],Singapore,Saskatchewan,2018,0,0
Metal and non-metallic mineral products [C14],Singapore,Saskatchewan,2019,2,0
Metal and non-metallic mineral products [C14],Singapore,Saskatchewan,2020,0,0
Metal and non-metallic mineral products [C14],Singapore,Yukon,2017,0,0
Metal and non-metallic mineral products [C14],Singapore,Yukon,2018,0,0
